timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1643794510511,27,Zeni-0,301,Moved Permanently,Thread Group 1-3,text,true,,375,145,22,22,http://www.cityfashion.mk/product-category/zeni/,27,0,0
1643794510538,11977,Zeni-1,200,OK,Thread Group 1-3,text,true,,388056,141,22,22,https://cityfashion.mk/product-category/zeni/,11876,0,0
1643794510193,12447,Zeni,200,OK,Thread Group 1-23,text,true,,388431,286,21,21,https://cityfashion.mk/product-category/zeni/,19,0,0
1643794510193,19,Zeni-0,301,Moved Permanently,Thread Group 1-23,text,true,,375,145,21,21,http://www.cityfashion.mk/product-category/zeni/,19,0,0
1643794510212,12428,Zeni-1,200,OK,Thread Group 1-23,text,true,,388056,141,21,21,https://cityfashion.mk/product-category/zeni/,12320,0,0
1643794510122,12767,Zeni,200,OK,Thread Group 1-20,text,true,,388336,286,20,20,https://cityfashion.mk/product-category/zeni/,29,0,0
1643794510122,29,Zeni-0,301,Moved Permanently,Thread Group 1-20,text,true,,375,145,20,20,http://www.cityfashion.mk/product-category/zeni/,29,0,0
1643794510152,12737,Zeni-1,200,OK,Thread Group 1-20,text,true,,387961,141,20,20,https://cityfashion.mk/product-category/zeni/,12591,0,0
1643794511693,12729,Zeni,200,OK,Thread Group 1-7,text,true,,388424,286,19,19,https://cityfashion.mk/product-category/zeni/,17,0,0
1643794511693,17,Zeni-0,301,Moved Permanently,Thread Group 1-7,text,true,,375,145,19,19,http://www.cityfashion.mk/product-category/zeni/,17,0,0
1643794511710,12712,Zeni-1,200,OK,Thread Group 1-7,text,true,,388049,141,19,19,https://cityfashion.mk/product-category/zeni/,12595,0,0
1643794512401,12431,Zeni,200,OK,Thread Group 1-5,text,true,,388431,286,18,18,https://cityfashion.mk/product-category/zeni/,35,0,0
1643794512401,35,Zeni-0,301,Moved Permanently,Thread Group 1-5,text,true,,375,145,18,18,http://www.cityfashion.mk/product-category/zeni/,35,0,0
1643794512436,12396,Zeni-1,200,OK,Thread Group 1-5,text,true,,388056,141,18,18,https://cityfashion.mk/product-category/zeni/,12305,0,0
