timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1643794512605,12352,Zeni,200,OK,Thread Group 1-25,text,true,,388408,286,17,17,https://cityfashion.mk/product-category/zeni/,36,0,0
1643794512605,36,Zeni-0,301,Moved Permanently,Thread Group 1-25,text,true,,375,145,17,17,http://www.cityfashion.mk/product-category/zeni/,36,0,0
1643794512641,12316,Zeni-1,200,OK,Thread Group 1-25,text,true,,388033,141,17,17,https://cityfashion.mk/product-category/zeni/,12189,0,0
1643794512460,12699,Zeni,200,OK,Thread Group 1-15,text,true,,388431,286,16,16,https://cityfashion.mk/product-category/zeni/,34,0,0
1643794512460,34,Zeni-0,301,Moved Permanently,Thread Group 1-15,text,true,,375,145,16,16,http://www.cityfashion.mk/product-category/zeni/,34,0,0
1643794512494,12665,Zeni-1,200,OK,Thread Group 1-15,text,true,,388056,141,16,16,https://cityfashion.mk/product-category/zeni/,12570,0,0
1643794512649,12855,Zeni,200,OK,Thread Group 1-4,text,true,,388415,286,15,15,https://cityfashion.mk/product-category/zeni/,26,0,0
1643794512649,26,Zeni-0,301,Moved Permanently,Thread Group 1-4,text,true,,375,145,15,15,http://www.cityfashion.mk/product-category/zeni/,26,0,0
1643794512675,12829,Zeni-1,200,OK,Thread Group 1-4,text,true,,388040,141,15,15,https://cityfashion.mk/product-category/zeni/,12728,0,0
1643794513159,12704,Zeni,200,OK,Thread Group 1-16,text,true,,388431,286,14,14,https://cityfashion.mk/product-category/zeni/,17,0,0
1643794513159,17,Zeni-0,301,Moved Permanently,Thread Group 1-16,text,true,,375,145,14,14,http://www.cityfashion.mk/product-category/zeni/,17,0,0
1643794513177,12686,Zeni-1,200,OK,Thread Group 1-16,text,true,,388056,141,14,14,https://cityfashion.mk/product-category/zeni/,12592,0,0
1643794512883,13200,Zeni,200,OK,Thread Group 1-9,text,true,,388463,286,13,13,https://cityfashion.mk/product-category/zeni/,27,0,0
1643794512883,27,Zeni-0,301,Moved Permanently,Thread Group 1-9,text,true,,375,145,13,13,http://www.cityfashion.mk/product-category/zeni/,27,0,0
1643794512910,13173,Zeni-1,200,OK,Thread Group 1-9,text,true,,388088,141,13,13,https://cityfashion.mk/product-category/zeni/,13015,0,0
1643794513895,12577,Zeni,200,OK,Thread Group 1-21,text,true,,388431,286,12,12,https://cityfashion.mk/product-category/zeni/,30,0,0
1643794513895,30,Zeni-0,301,Moved Permanently,Thread Group 1-21,text,true,,375,145,12,12,http://www.cityfashion.mk/product-category/zeni/,30,0,0
1643794513925,12547,Zeni-1,200,OK,Thread Group 1-21,text,true,,388056,141,12,12,https://cityfashion.mk/product-category/zeni/,12454,0,0
1643794513666,13072,Zeni,200,OK,Thread Group 1-24,text,true,,388431,286,11,11,https://cityfashion.mk/product-category/zeni/,24,0,0
1643794513666,24,Zeni-0,301,Moved Permanently,Thread Group 1-24,text,true,,375,145,11,11,http://www.cityfashion.mk/product-category/zeni/,24,0,0
1643794513690,13048,Zeni-1,200,OK,Thread Group 1-24,text,true,,388056,141,11,11,https://cityfashion.mk/product-category/zeni/,12926,0,0
1643794516035,11490,Zeni,200,OK,Thread Group 1-6,text,true,,388431,286,10,10,https://cityfashion.mk/product-category/zeni/,27,0,0
1643794516035,27,Zeni-0,301,Moved Permanently,Thread Group 1-6,text,true,,375,145,10,10,http://www.cityfashion.mk/product-category/zeni/,27,0,0
1643794516062,11463,Zeni-1,200,OK,Thread Group 1-6,text,true,,388056,141,10,10,https://cityfashion.mk/product-category/zeni/,11286,0,0
1643794513983,13566,Zeni,200,OK,Thread Group 1-14,text,true,,388423,286,9,9,https://cityfashion.mk/product-category/zeni/,21,0,0
1643794513983,21,Zeni-0,301,Moved Permanently,Thread Group 1-14,text,true,,375,145,9,9,http://www.cityfashion.mk/product-category/zeni/,21,0,0
1643794514005,13544,Zeni-1,200,OK,Thread Group 1-14,text,true,,388048,141,9,9,https://cityfashion.mk/product-category/zeni/,13407,0,0
1643794516416,11515,Zeni,200,OK,Thread Group 1-10,text,true,,388439,286,8,8,https://cityfashion.mk/product-category/zeni/,16,0,0
1643794516416,16,Zeni-0,301,Moved Permanently,Thread Group 1-10,text,true,,375,145,8,8,http://www.cityfashion.mk/product-category/zeni/,16,0,0
1643794516432,11499,Zeni-1,200,OK,Thread Group 1-10,text,true,,388064,141,8,8,https://cityfashion.mk/product-category/zeni/,11403,0,0
1643794515225,12867,Zeni,200,OK,Thread Group 1-13,text,true,,388463,286,7,7,https://cityfashion.mk/product-category/zeni/,25,0,0
1643794515225,25,Zeni-0,301,Moved Permanently,Thread Group 1-13,text,true,,375,145,7,7,http://www.cityfashion.mk/product-category/zeni/,25,0,0
1643794515250,12842,Zeni-1,200,OK,Thread Group 1-13,text,true,,388088,141,7,7,https://cityfashion.mk/product-category/zeni/,12747,0,0
1643794515305,13071,Zeni,200,OK,Thread Group 1-1,text,true,,388360,286,6,6,https://cityfashion.mk/product-category/zeni/,22,0,0
1643794515305,22,Zeni-0,301,Moved Permanently,Thread Group 1-1,text,true,,375,145,6,6,http://www.cityfashion.mk/product-category/zeni/,22,0,0
1643794515327,13049,Zeni-1,200,OK,Thread Group 1-1,text,true,,387985,141,6,6,https://cityfashion.mk/product-category/zeni/,12915,0,0
1643794517194,11592,Zeni,200,OK,Thread Group 1-2,text,true,,388423,286,5,5,https://cityfashion.mk/product-category/zeni/,29,0,0
1643794517194,30,Zeni-0,301,Moved Permanently,Thread Group 1-2,text,true,,375,145,5,5,http://www.cityfashion.mk/product-category/zeni/,29,0,0
1643794517224,11562,Zeni-1,200,OK,Thread Group 1-2,text,true,,388048,141,5,5,https://cityfashion.mk/product-category/zeni/,11465,0,0
1643794518924,10111,Zeni,200,OK,Thread Group 1-11,text,true,,388368,286,4,4,https://cityfashion.mk/product-category/zeni/,19,0,0
1643794518924,19,Zeni-0,301,Moved Permanently,Thread Group 1-11,text,true,,375,145,4,4,http://www.cityfashion.mk/product-category/zeni/,19,0,0
1643794518943,10092,Zeni-1,200,OK,Thread Group 1-11,text,true,,387993,141,4,4,https://cityfashion.mk/product-category/zeni/,9971,0,0
1643794518990,10483,Zeni,200,OK,Thread Group 1-18,text,true,,388384,286,3,3,https://cityfashion.mk/product-category/zeni/,31,0,0
1643794518990,31,Zeni-0,301,Moved Permanently,Thread Group 1-18,text,true,,375,145,3,3,http://www.cityfashion.mk/product-category/zeni/,31,0,0
1643794519021,10452,Zeni-1,200,OK,Thread Group 1-18,text,true,,388009,141,3,3,https://cityfashion.mk/product-category/zeni/,10300,0,0
1643794518390,11313,Zeni,200,OK,Thread Group 1-26,text,true,,388415,286,2,2,https://cityfashion.mk/product-category/zeni/,18,0,0
1643794518390,18,Zeni-0,301,Moved Permanently,Thread Group 1-26,text,true,,375,145,2,2,http://www.cityfashion.mk/product-category/zeni/,18,0,0
1643794518409,11294,Zeni-1,200,OK,Thread Group 1-26,text,true,,388040,141,2,2,https://cityfashion.mk/product-category/zeni/,11200,0,0
1643794519089,11039,Zeni,200,OK,Thread Group 1-8,text,true,,388463,286,1,1,https://cityfashion.mk/product-category/zeni/,33,0,0
1643794519089,33,Zeni-0,301,Moved Permanently,Thread Group 1-8,text,true,,375,145,1,1,http://www.cityfashion.mk/product-category/zeni/,33,0,0
1643794519122,11006,Zeni-1,200,OK,Thread Group 1-8,text,true,,388088,141,1,1,https://cityfashion.mk/product-category/zeni/,10910,0,0
